show_id,type,title,director,cast,country,release_year,rating,duration,genres
s4749,Movie,The Manchurian Candidate (2004),Jonathan Demme,"Denzel Washington, Meryl Streep, Liev Schreiber, Jon Voight, Kimberly Elise, Jeffrey Wright, Ted Levine, Bruno Ganz, Simon McBurney, Vera Farmiga",United States,2004,R,130 min,"Drama, Science Fiction"
s4813,Movie,Brother Nature,"Matt Villines, Oz Rodriguez","Taran Killam, Gillian Jacobs, Bobby Moynihan, Sarah Burns, Bill Pullman, Rita Wilson",United States,2016,R,97 min,"Adventure, Comedy"
s4822,Movie,The Double,Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen, Stephen Moyer, Odette Yustman, Stana Katic, Tamer Hassan","United States, United Arab Emirates",2011,PG-13,98 min,"Action, Suspense"
s4842,Movie,Guava Island,Hiro Murai,"Donald Glover, Rihanna",United States,2019,13+,56 min,"Arthouse, Drama, Suspense"
s4863,Movie,Voyage to the Planet of Prehistoric Women,Peter Bogdanovich,"Mamie Van Doren, Mary Marr, Paige Lee, Gennadi Vernov, Margot Hartman, Peter Bogdanovich",United States,1968,13+,80 min,Science Fiction
s4914,Movie,Goblin,Chris Lee,"Ashley Rene, Joe Cummings, Houston Towe, Weston Banning, David Mason, Patrick Giglio, Phoenix Hernandez, Babe McGuire, Rod Randolph, Wayne Lundy",United States,2020,18+,71 min,Horror
s4923,Movie,At Granny's House,Les Mahoney,"Rachel Alig, Bill Oberst Jr., Les Mahoney, Glenda Morgan Brown",United States,2015,18+,87 min,"Horror, Suspense"
s4928,Movie,Ta Ra Rum Pum,Siddharth Anand,"Rani Mukerji, Saif Ali Khan, Shruti Seth, Victor Banerjee, Dolly Bindra, Jaaved Jaaferi, Angelina Idnani, Ali Haji","United States, India",2007,ALL,156 min,"Drama, International, Kids"
s4996,Movie,The Neon Demon,Nicolas Winding Refn,"Elle Fanning, Jena Malone, Abbey Lee, Bella Heathcote, Karl Glusman, Keanu Reeves","United States, Belgium, Denmark, France",2016,R,117 min,"Horror, Suspense"
s5004,Movie,Without a Paddle: Nature's Calling,Ellory Elkayem,"Oliver James, Kristopher Turner, Amber McDonald, Rik Young, Jerry Rice, Madison Riley",United States,2009,PG-13,91 min,"Action, Adventure, Comedy"
s5014,Movie,Nizhal,Appu N. Bhattathiri,"Kunchacko Boban, Nayanthara, Divya Prabha",India,2021,ALL,124 min,Suspense
s5025,Movie,Good Newwz,Raj Mehta,"Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh, Kiara Advani",India,2019,13+,131 min,"Comedy, Drama, International"
s5110,Movie,Love me tender,Klaudia Reynicke,"Barbara Giordano, Antonio Bannò",Switzerland,2019,13+,82 min,"Comedy, Drama"
s5113,Movie,Karnan,Mari Selvaraj,"Dhanush, Lal, Rajisha Vijayan, Yogibabu Nataraja Subramanian",India,2021,13+,157 min,"Action, Drama"
s5137,Movie,The Farewell,Lulu Wang,"Awkwafina, Shuzhen Zhao, X Mayo","United States, China",2019,13+,100 min,"Arts, Entertainment, and Culture, Comedy, Drama"
s5144,Movie,Street Dancer 3D,Remo D'Souza,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi","United Kingdom, India",2020,13+,141 min,"Drama, International"
s5152,Movie,I'm Your Woman,Julia Hart,"Rachel Brosnahan, Marsha Stephanie Blake, Arinzé Kene",United States,2020,R,120 min,Drama
s5173,Movie,Saathiya,Shaad Ali,"Rani Mukerji, Tanuja, Satish Shah, Vivek Oberoi, Sandhya Mridul, Swaroop Sampat, Sharat Saxena, Tinnu Anand",India,2002,ALL,138 min,"Drama, International, Romance"
s5183,Movie,Leave No Trace,Debra Granik,"Ben Foster, Thomasin Harcourt McKenzie, Jeff Kober, Dale Dickey","United States, Canada",2018,PG,109 min,Drama
s5223,Movie,Sandeep Aur Pinky Faraar,Dibakar Banerjee,"Parineeti Chopra, Arjun Kapoor, Neena Gupta, Raghubir Yadav, Jaideep Ahlawat",India,2021,13+,123 min,"Drama, Romance, Suspense"
s5224,Movie,Once Upon a Time in London,Simon Rumley,"Terry Stone, Leo Gregory, Jamie Foreman",United Kingdom,2019,NR,111 min,"Action, Drama, Suspense"
s5227,Movie,Major Ajay Krishna,Anil Ravipudi,"Mahesh Babu, Rashmika Mandanna, Vijayashanti, Prakash Raj, Rajendra Prasad",India,2020,NR,171 min,"Action, Comedy, Drama"
s5230,Movie,Krishnan,Anil Ravipudi,"Mahesh Babu, Rashmika Mandanna, Vijayashanti, Prakash Raj, Rajendra Prasad",India,2020,13+,171 min,"Action, Comedy, Drama"
s5236,Movie,Antardwand,Sushil Rajpal,"Swati Sen, Akhilendra Mishra, Himanshi, Raj Singh Chaudhary, Vinay Pathak",India,2010,13+,104 min,"Drama, International"
s5238,Movie,Yeh Dillagi,Naresh Malhotra,"Kajol, Akshay Kumar, Saif Ali Khan, Deven Verma, Achyut Potdar, Reema Lagoo, Saeed Jaffrey",India,1994,ALL,154 min,"Drama, International, Romance"
s5240,Movie,Tubelight,Kabir Khan,"Salman Khan, Sohail Khan, Om Puri, Mohammed Zeeshan Ayyub, Yashpal Sharma, Zhu Zhu, Matin Rey Tangu, Brijendra Kala, Isha Talwar, Jason D'Souza, Matt Kramer, Neeraj Khetarpal, Kapil Sharma","India, United States, United Kingdom, Canada, China",2017,ALL,130 min,"Drama, International"
s5241,Movie,Theri,Atlee Kumar,"Vijay, Samantha Ruth Prabhu, Amy Jackson, Baby Nainika, Prabhu, Raadhika Sarathkumar, Rajendran, J.Mahendran",India,2016,ALL,150 min,"Action, Drama, International"
s5244,Movie,Tashan,Vijay Krishna Acharya,"Akshay Kumar, Anil Kapoor, Kareena Kapoor, Saif Ali Khan, Yashpal Sharma, Sanjay Mishra, Manoj Pahwa",India,2008,16+,147 min,"Action, International"
s5245,Movie,Sketch,Vijay Chandar,"Vikram, Tamannaah, Soori, Baburaj, R.K. Suresh",India,2018,13+,131 min,"Action, Drama, International"
s5246,Movie,Silsila,Yash Chopra,"Shashi Kapoor, Amitabh Bachchan, Jaya Bhaduri, Rekha, Sushma Seth, Jagdish Raj, Kulbhushan Kharbanda, Deven Verma, Sanjeev Kumar, Pratima Puri, Ashok Verma, Manek, Kimti Anand, Nirupama Verma, Damyanti Puri, Gauri Shanker, Raj Babbar, Shyam Arora, Ranvir Raj, Vikas Anand, Sharmila Roy Chowdhry, Ravi Dubey, Sudha Chopra",India,1981,7+,180 min,"Drama, International, Romance"
s5248,Movie,SI 3,Hari,"Suriya, Anushka Shetty, Shruthi Hasan, Soori, Anoop Singh Thakur, Neetu Chandra, Janaki Ganesh, Olamilekan Akanbi Jason, Krish",India,2017,ALL,152 min,"Action, International"
s5252,Movie,Raja The Great,Anil Ravipudi,"Ravi Teja, Mehreen Pirzada, Vivan Bhatena, Prakash Raj, Srinivasa Reddy, Raadhika Sarathkumar, Sampath Raj, Rajendra Prasad, Posani Krishna Murali, Raashi Khanna",India,2017,13+,150 min,Drama
s5253,Movie,Rab Ne Bana Di Jodi,Aditya Chopra,"Shah Rukh Khan, Anushka Sharma, Rani Mukerji, Manmeet Singh, Kajol, Bipasha Basu, Lara Dutta, Preity Zinta, Vinay Pathak",India,2008,ALL,164 min,"Drama, International, Romance"
s5254,Movie,Raaz Reboot,Vikram Bhatt,"Emraan Hashmi, Gaurav Arora, Kriti Kharbanda",India,2016,NR,128 min,"Horror, International"
s5256,Movie,Ponmagal Vandhal,JJ Fredrick,"Jyotika, Bhagyaraj, Prathap Potham, Thiagarajan, Parthiban, Pandiarajan, Subbu Panchu",India,2020,18+,123 min,"Drama, International"
s5259,Movie,OK Jaanu,Shaad Ali,"Aditya Roy Kapur, Shraddha Kapoor, Naseeruddin Shah, Leela Samson",India,2017,13+,135 min,"International, Romance"
s5261,Movie,Noorie,Manmohan Krishna,"Poonam Dhillon, Farooq Shaikh, Madan Puri, Iftekhar",India,1979,16+,120 min,"International, Romance"
s5264,Movie,Mujhse Fraaandship Karoge,Nupur Asthana,"Saqib Saleem, Saba Azad, Nishant Dahiya, Tara D'Souza, Prabal Panjabi, Chitrak Bandyopadhyay, Manasi Rachh, Suparna Marwah, Zuha Sharma, Kavi Shastri, Keshav Sunder, Mita Vasisht",India,2011,13+,105 min,"International, Romance"
s5265,Movie,Meri Pyaari Bindu,Akshay Roy,"Ayushmann Khurrana, Parineeti Chopra, Malvika Sitlani, Chandrachoor Rai, Aparajita Adhya, Abish Mathew",India,2017,13+,117 min,"Comedy, Drama, International"
s5266,Movie,Mere Brother Ki Dulhan,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza, Parikshat Sahni, Suparna Marwah",India,2011,13+,139 min,"Comedy, International, Romance"
s5267,Movie,Mashaal,Yash Chopra,"Anil Kapoor, Waheeda Rehman, Dilip Kumar, Rati Agnihotri, Saeed Jaffrey, Amrish Puri",India,1984,ALL,169 min,"Drama, International"
s5269,Movie,Mardaani,Pradeep Sarkar,"Rani Mukerji, Sanjay Taneja, Priyanka Sharma, Gautam Babbar, Ashish Warang, Tahir Raj Bhasin",India,2014,18+,113 min,"Drama, International, Suspense"
s5270,Movie,Maanagaram,Lokesh Kanagaraj,"Sundeep Kishan, Munishkanth, Sri, Regina Cassandra",India,2017,13+,136 min,"Action, International"
s5272,Movie,Lamhe,Yash Chopra,"Anil Kapoor, Sridevi, Anupam Kher, Waheeda Rehman",India,1991,ALL,188 min,"Drama, International, Romance"
s5274,Movie,Kal Ho Naa Ho,Nikkhil Advani,"Shah Rukh Khan, Preity Zinta, Saif Ali Khan, Jaya Bhaduri, Sushma Seth, Reema Lagoo, Lilette Dubey, Delnaz Paul, Sonali Bendre, Rani Mukerji, Sanjay Kapoor, Sulabha Arya, Athit Naik, Jhanak Shukla",India,2003,ALL,187 min,"Comedy, Drama, International"
s5275,Movie,Kabul Express,Kabir Khan,"John Abraham, Arshad Warsi, Salman Shahid, Hanif Hum Ghum, Linda Arsenio",India,2006,13+,105 min,"Action, International"
s5277,Movie,Kabali,Pa. Ranjith,"Rajinikanth, Winston Chao, Radhika Apte, Dhansika, Dinesh Ravi, Kishore, Kalaiyarasan, John Vijay, Riythvika, Rosyam, Lingesh Vj, Mime Gopi, Nassar, R. Amarendran, Uday Mahesh, Nandakumar, Gajaraj, Charles Vinoth, Sampath Ram, Sangili Murugan",India,2016,ALL,143 min,"Action, Drama, International"
s5278,Movie,Kaashmora,Gokul,"Karthi, Nayanthara, Sri Divya, Vivek, Jangiri Madhumitha",India,2016,13+,162 min,"Horror, International, Science Fiction"
s5279,Movie,Joker,Raju Murugan,"Guru Somasundaram, Ramya Pandiyan, Gayathri, Ramasamy, Bava Chelladurai, Bala Murugan",India,2016,ALL,129 min,"Comedy, Drama, International"
s5280,Movie,Jab Tak Hai Jaan,Yash Chopra,"Katrina Kaif, Rishi Kapoor, Shahrukh Khan, Anushka Sharma",India,2012,13+,176 min,"Drama, International, Romance"
s5283,Movie,Halal Love Story,Zakariya,"Indrajith Sukumaran, Joju George, Sharafudheen, Grace Antony, Soubin Shahir, Parvathy Thiruvothu",India,2020,13+,116 min,"Comedy, Drama"
s5286,Movie,George Reddy,B. Jeevan Reddy,"Sandeep Madhav, Muskaan Khubchandani, Devika Daftardar, Sanjay Reddy, Manoj Nandam, Satya Dev, Shreenivas Pokale",India,2019,13+,150 min,"Drama, International"
s5288,Movie,Fanaa,Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor, Lara Dutta, Shiney Ahuja, Satish Shah, Tabu, Kirron Kher, Sharat Saxena, Ahmad Khan, Lilette Dubey, Shruti Seth",India,2006,13+,168 min,Romance
s5289,Movie,Fan,Maneesh Sharma,"Shah Rukh Khan, Sayani Gupta, Shriya Pilgaonkar, Waluscha de Sousa, Deepika Amin, Yogendra Tiku",India,2016,13+,138 min,"Drama, International, Suspense"
s5291,Movie,Dilwale Dulhania Le Jayenge,Aditya Chopra,"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal, Anupam Kher, Satish Shah, Achala Sachdev, Himani Shivpuri",India,1995,7+,190 min,Romance
s5292,Movie,Dil Bole Hadippa,Anurag Singh,"Shahid Kapoor, Rani Mukerji, Anupam Kher, Dalip Tahil, Rakhi Sawant, Sherlyn Chopra, Shri Vallabh Vyas, Vrajesh Hirjee, Poonam Dhillon, Shonali Nagrani, Karan Veer, Bobby Bedii, Vickeey Ahhuja, Sherry Rekhi, Akhilesh Sharma, Vimarsh Roshan, Kunal Satyen, Feroz Khan, Rashid Mallick, Jaffar Baig, Prasad Patil, Imran Khan, Saud Ansari, Mukesh Singh, Nasir Khan, Vikas Choudhry, Niranjan Sawant, Vineet Kapoor, Amar Singh",India,2009,13+,146 min,"Comedy, Drama, International"
s5294,Movie,Dhoom:2,Sanjay Gadhvi,"Abhishek Bachchan, Uday Chopra, Aishwarya Rai Bachchan, Bipasha Basu, Rimi Sen, Hrithik Roshan","India, South Africa, Brazil",2006,13+,152 min,Action
s5296,Movie,Darr,Yash Chopra,"Shah Rukh Khan, Juhi Chawla, Sunny Deol",India,1993,13+,177 min,"Drama, International, Suspense"
s5297,Movie,Daag,Yash Chopra,"Rajesh Khanna, Sharmila Tagore, Rakhee Gulzar, Prem Chopra, Madan Puri, Iftekhar, Manmohan Krishna, Kader Khan, Achala Sachdev, A.K. Hangal",India,1973,7+,146 min,"Drama, International"
s5298,Movie,Chandni,Yash Chopra,"Vinod Khanna, Rishi Kapoor, Sridevi, Waheeda Rehman, Sushma Seth, Beena Banerjee",India,1989,ALL,180 min,"Drama, International, Romance"
s5300,Movie,Begum Jaan,Srijit Mukherji,"Vidya Balan, Ila Arun, Naseeruddin Shah, Rajit Kapoor, Ashish Vidyarthi, Vivek Mushran, Chunky Pandey, Gauhar Khan, Pallavi Sharda",India,2017,18+,128 min,"Action, Drama, International"
s5301,Movie,Befikre,Aditya Chopra,"Ranveer Singh, Vaani Kapoor, Armaan Ralhan, Julie Ordon, Ayesha Raza, Akarsh Khurana, Aru Verma",India,2016,16+,130 min,"Comedy, Drama, International"
s5302,Movie,Band Baaja Baaraat,Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Manish Chaudhary",India,2010,ALL,139 min,Romance
s5303,Movie,Badrinath Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Sahil Vaid, Rituraj Singh, Gauhar Khan, Shweta Basu",India,2017,13+,139 min,"Comedy, International, Romance"
s5304,Movie,Bachna Ae Haseeno,Siddharth Anand,"Ranbir Kapoor, Bipasha Basu, Minissha Lamba, Deepika Padukone, Puneet Issar, Kunal Kapoor",India,2008,13+,152 min,Romance
s5306,Movie,Ae Dil Hai Mushkil,Karan Johar,"Aishwarya Rai Bachchan, Ranbir Kapoor, Anushka Sharma, Fawad Khan, Shah Rukh Khan, Alia Bhatt",India,2016,13+,156 min,"Drama, International, Romance"
s5307,Movie,Adhe Kangal,Rohin Venkatesan,"Kalaiyarasan, Janani Iyer, Sshivada",India,2017,ALL,119 min,"International, Romance"
s5308,Movie,Aamhi Doghi,Pratima Joshi,"Priya Bapat, Mukta Barve, Krutik Mazire, Bhushan Pradhan",India,2018,ALL,138 min,"Drama, International"
s5309,Movie,Aaja Nachle,Anil Mehta,"Madhuri Dixit, Darshan Jariwala, Raghuvir Yadav, Divya Dutta, Irrfan Khan, Kunal Kapoor, Konkona Sen Sharma, Ranvir Shorey, Vinay Pathak",India,2007,ALL,143 min,Drama
s5310,Movie,Aaina,Deepak Sareen,"Jackie Shroff, Saeed Jaffrey, Deepak Tijori, Maya Alagh, Dina Pathak, Juhi Chawla, Amrita Singh",India,1993,16+,150 min,"Drama, International, Romance"
s5317,Movie,The Perfect Score,Brian Robbins,"Erika Christensen, Chris Evans, Bryan Greenberg, Scarlett Johansson, Darius Miles, Leonardo Nam, Matthew Lillard, Tyra Ferrell","United States, Germany",2004,PG-13,93 min,"Action, Comedy, Drama"
s5323,Movie,Sharknado,Anthony C. Ferrante,"Tara Reid, Ian Ziering, John Heard, Cassie Scerbo, Jason Simmons",United States,2013,13+,87 min,"Action, Comedy, Horror"
s5331,Movie,Knives Out (4K UHD),Rian Johnson,"Ana De Armas, Toni Collette, Christopher Plummer, Don Johnson, Michael Shannon, Jaeden Martell, Riki Lindhome, Chris Evans, Jamie Lee Curtis, Lakeith Stanfield, Daniel Craig, Katherine Langford",United States,2019,PG-13,130 min,Comedy
s5361,Movie,Bokya Satbande,Raj Pendurkar,"Dilip Prabhavalkar, Aryan Narvekar, Kaluram Dhobale, Alok Rajwade",India,2009,ALL,126 min,Kids
s5372,Movie,Morti's Law,Marcel Wohlfahrt,"Michael Marwitz, Patrick Loose, Stefan Müller-Doriat, Toni Cyran, Nicolas Szent, Carmen Jahrstorfer",Germany,2018,13+,20 min,"Comedy, Drama"
s5427,Movie,Ek Mini Katha,Karthik Rapolu,"Santosh Shoban, Kavya Thapar, Shraddha Das, Brahmaji, Sudharshan, Sapthagiri, Posani Krishna Murali",India,2021,18+,134 min,"Comedy, Drama"
s5431,Movie,The Tracker,Rolf de Heer,David Gulpilil,Australia,2002,13+,94 min,"Arthouse, Drama"
s5444,Movie,Dhoom:3,Vijay Krishna Acharya,"Abhishek Bachchan, Katrina Kaif, Jackie Shroff, Tabrett Bethell, Uday Chopra, Andrew Bicknell, Kim DeJesus, Aamir Khan","India, United States",2013,13+,171 min,"Action, International"
s5506,Movie,Ladies vs Ricky Bahl,Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Parineeti Chopra, Aditi Sharma",India,2011,13+,140 min,"Comedy, International, Romance"
s5521,Movie,Bewakoofiyaan,Nupur Asthana,"Rishi Kapoor, Ayushmann Khurrana, Sonam Kapoor, Swedha Singh, Deepika Amin",India,2014,13+,118 min,"Comedy, Drama, International"
s5555,Movie,Twilight,Robert Benton,"Paul Newman, Susan Sarandon, Gene Hackman, James Garner, Stockard Channing, Reese Witherspoon, Giancarlo Esposito, Liev Schreiber, Margo Martindale, John Spencer",United States,1998,R,94 min,"Drama, Suspense"
s5561,Movie,Split Second,Tony Maylam,"Rutger Hauer, Kim Catrall, Michael J. Pollard, Alistair Duncan, Alun Armstrong, Pete Postlethwaite",United Kingdom,1992,R,91 min,"Horror, Science Fiction"
s5571,Movie,Little White Lie,"Lacey Schwartz, James Adolphus","Lacey Schwartz, Peggy Schwartz, Robert Schwartz",United States,2015,13+,66 min,Documentary
s5580,Movie,Human experiments,Gregory Goodell,"Linda Haynes, Geoffrey Lewis, Ellen Travolta, Lurene Tuttle, Mercedes Shirley",United States,1979,18+,85 min,"Horror, Suspense"
s5582,Movie,Heartburn,Mike Nichols,"Meryl Streep, Natasha Lyonne, Jack Nicholson, Kevin Spacey, Jeff Daniels, Stockard Channing, Catherine O'Hara, Richard Masur",United States,1986,R,109 min,"Comedy, Romance"
s5596,Movie,Dante's Inferno: an Animated Epic,Victor Cook,"Mark Hamill, Victoria Tennant, Vanessa Branch, Graham McTavish","United States, Japan, Singapore, South Korea",2010,R,88 min,"Action, Adventure, Animation"
s5647,Movie,The Lie,Veena Sud,"Joey King, Peter Sarsgaard, Mireille Enos",United States,2020,16+,95 min,"Drama, Horror, Suspense"
s5648,Movie,Sylvie's Love,Eugene Ashe,"Tessa Thompson, Nnamdi Asomugha, Eva Longoria, Aja Naomi King",United States,2020,13+,116 min,"Drama, Romance"
s5652,Movie,One Night in Miami...,Regina King,"Kingsley Ben-Adir,  Eli Goree,  Aldis Hodge,  Leslie Odom Jr",United States,2021,R,114 min,Drama
s5655,Movie,Love Games,Vikram Bhatt,"Patralekhaa, Tara-Alisha Berry, Gaurav Arora, Hiten Tejwani, Rukhsar Rehman, Dinesh Chaturvedi, Vishnu Sharma, Rinki Singhvi, Anant Kumar, Umar Sharif, Alisha Farrer, B.K. Tiwari, Paras Thakral, Ajay Kumar Singh, Soni Jha, Bhushan, Ajay Sharma",India,2016,16+,109 min,"International, Suspense"
s5656,Movie,Knives Out,Rian Johnson,"Ana De Armas, Toni Collette, Christopher Plummer, Don Johnson, Michael Shannon, Jaeden Martell, Riki Lindhome, Chris Evans, Jamie Lee Curtis, Lakeith Stanfield, Daniel Craig, Katherine Langford",United States,2019,PG-13,130 min,Comedy
s5659,Movie,I See You,Adam Randall,"Helen Hunt, Jon Tenney, Owen Teague, Libe Barer, Greg Alan Williams, Erika Alexander, Allison King, Judah Lewis",United States,2019,R,98 min,"Drama, Horror, Suspense"
s5663,Movie,Brittany Runs A Marathon,Paul Downs Colaizzo,"Jillian Bell, Michaela Watkins, Utkarsh Ambudkar, Lil Rel Howery, Micah Stock","United States, Canada",2019,R,104 min,"Comedy, Drama, Romance"
s5664,Movie,Borat Subsequent Moviefilm,Jason Woliner,"Sacha Baron Cohen, Maria Bakalova","United Kingdom, United States",2020,R,96 min,Comedy
s5665,Movie,Black Box,"Emmanuel Osei-Kuffour,  Jr","Mamoudou Athie, Phylicia Rashad, Amanda Christine, Tosin Morohunfola",United States,2020,16+,101 min,"Horror, Science Fiction, Suspense"
s5666,Movie,Beautiful Boy,Felix van Groeningen,"Steve Carrell, Timothee Chalamet, Maura Tierney, and Amy Ryan",United States,2018,R,120 min,Drama
s5673,Movie,47 Meters Down: Uncaged,Johannes Roberts,"Sophie Nélisse, Nia Long, Corinee Foxx, Brianne Tju, Sistine Stallone, Davi Santos, Khylin Rhambo, Brec Bassinger, John Corbett","United Kingdom, United States",2019,PG-13,90 min,"Action, Adventure, Drama"
s5705,Movie,Koi Jaane Na,Amin Hajee,"Kunal Kapoor, Amyra Dastur, Elli Avram, Aamir Khan",India,2021,13+,138 min,Suspense
s5706,Movie,Kabullywood,Louis Meunier,"Roya Heydari, Farid Joya, Ghulam Reza Rajabi, Omid Rawendah, Mohd Qais Shaghasy","Afghanistan, France",2017,13+,85 min,Drama
s5722,Movie,Evil Eye,"Elan Dassani, Rajeev Dassani","Sunita Mani, Omar Maskati, Sarita Choudhury, Bernard White",United States,2020,16+,89 min,"Drama, Horror"
s5724,Movie,Devil's Island,"Sean King, Taylor King","Elle Alexander, Cliff Yates, Kristjan Sokoli, Pete Berwick",United States,2021,13+,72 min,"Horror, Suspense"
s5773,Movie,The Map of Tiny Perfect Things,Ian Samuels,"KATHRYN NEWTON, KYLE ALLEN, AL MADRIGAL, JERMAINE HARRIS, ANNA MIKAMI, JOSH HAMILTON, CLEO FRASER, JORJA FOX",United States,2021,PG-13,99 min,"Comedy, Romance, Young Adult Audience"
s5785,Movie,Sound of Metal,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff, Mathieu Amalric",United States,2020,R,121 min,Drama
s5813,Movie,Jungle,Greg McLean,"Daniel Radcliffe, Thomas Kretschmann, Joel Jackson, Yasmin Kassim","Australia, Colombia, United Kingdom",2017,R,116 min,Action
s5820,Movie,Duniyadari,Sanjay Jadhav,"Swapnil Joshi, Sai Tamhankar, Ankush Chaudhari, Urmilla Kanetkar, Jitendra Joshi, Sushant Shellar, Richa Pariyalli, Sandeep Kulkarni, Anand Abhyankar, Nagesh Bhonsle, Shrirang Deshmukh, Ajinkya Joshi, Varsha Usgaonkar, Rajesh Bhosle",India,2013,13+,146 min,Romance
s5831,Movie,Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Aggarwal, Avtar Gill, Tom Alter, Reema Lagoo, Homi Wadia, Mushtaq Khan, Javed Khan, Deepak Tijori, Anang Desai, Veerendra Saxena, Sunil Rege, Deepa Mehta",India,1990,ALL,145 min,"Drama, International, Romance"
s5849,Movie,New York,Kabir Khan,"John Abraham, Katrina Kaif, Neil Nitin Mukesh, Irrfan Khan, Nawazuddin Siddiqui, Ali Quli Mirza, Rizwan A. Alvi, Samrat Chakrabarti, Brian Dawson, Andrew Flihan, Obaid Kadwani, Dustin Kerns, Ginger Kroll, Rodger Parsons, Cody Ross Pitts, Justin Stern, Aidan Wagner, David Winning, Damon Zarro","India, United States",2009,13+,151 min,"International, Suspense"
s5865,Movie,Be Dune Saade Chaar,Girish Mohite,"Mohan Joshi, Sai Tamhankar, Sanjay Narvekar, Atul Parchure, Vandana Gupte, Mugdha Shah, Sushant Shelar, Resham Tipnis, Satish Phulekar, Uday Sabnis, Sneha Wagh",India,2009,ALL,132 min,Comedy
s5870,Movie,Aalas Motaapa Ghabraahat,Omar Iyer,Karunesh Talwar,India,2021,16+,52 min,Comedy
s5873,Movie,Tula Shikwin Changlach Dhada,Girish Mohite,"Makarand Anaspure, Sanjay Narvekar, Rujuta Deshmukh, Kadambari Kadam, Mohan Joshi, Uday Sabnis, Jaywant Wadkar, Saurabh Parakhe, Vikas Samudre",India,2007,ALL,152 min,Comedy
s5901,Movie,Ungli,Renzil D'Silva,"Emraan Hashmi, Kangana Ranaut, Sanjay Dutt, Randeep Hooda, Angad Bedi, Kader Khan",India,2014,13+,114 min,"Comedy, Drama, Suspense"
s5919,Movie,Sharing the Secret,Katt Shea,"Mare Winningham, Alison Lohman, Diane Ladd, Mary Crosby, Lawrence Monoson, Camryn Grimes, Tim Matheson",United States,2000,16+,90 min,"Drama, Young Adult Audience"
s5920,Movie,Shaandaar,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Niki Aneja Walia, Sanah Kapoor, Sushma Seth, Karan Johar, Vikas Verma, Shibani Dandekar, Anjana Sukhani, Tessa Vellara, Teena Vellara",India,2015,13+,143 min,"Comedy, Drama, Romance"
s5933,Movie,LOL,Lisa Azuelos,"Miley Cyrus, Demi Moore, Ashley Greene, Thomas Jane, Jay Hernandez, Marlo Thomas, Gina Gershon",United States,2012,PG-13,97 min,"Comedy, Drama"
s5935,Movie,Kuch Kuch Hota Hai,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji, Farida Jalal, Reema Lagoo, Himani Shivpuri, Johnny Lever, Anupam Kher, Salman Khan, Archana Puran Singh, Sana Saeed",India,1998,ALL,185 min,"Comedy, Drama, Music Videos and Concerts"
s5940,Movie,Kabhi Khushi Kabhie Gham,Karan Johar,"Amitabh Bachchan, Shah Rukh Khan, Hrithik Roshan, Kajol, Kareena Kapoor, Farida Jalal, Alok Nath, Johnny Lever, Jaya Bhaduri Bachchan",India,2001,ALL,209 min,"Drama, Romance"
s5941,Movie,Kabhi Alvida Naa Kehna,Karan Johar,"Shah Rukh Khan, Rani Mukerji, Preity Zinta, Abhishek Bachchan, Arjun Rampal, Amitabh Bachchan",India,2006,13+,192 min,Romance
s5959,Movie,Duniya,Ramesh Talwar,"Ashok Kumar, Amrita Singh, Prem Chopra, Amrish Puri, Pran, Satyendra Kapoor, Mac Mohan, Javed Khan, Sulbha Deshpande, Dilip Kumar",India,1984,ALL,170 min,"Drama, International"
s5969,Movie,Brothers,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shetty, Kiran Kumar, Ashutosh Rana","India, United States",2015,13+,155 min,"Action, Drama, Sports"
s6004,Movie,Prem Qaidi,K. Muralimohana Rao,"Karisma Kapoor, Harish, Paresh Rawal, Asrani, Dalip Tahil, Rama Vij, Shafi Inamdar, Bharat Bhushan, Anjana Mumtaz, J.D. Chakravarthy, Harish Patel, Narsing Yadav, Ali",India,1991,13+,157 min,"Action, Romance"
s6013,Movie,Ek Tha Tiger (English Subtitled),Kabir Khan,"Salman Khan, Katrina Kaif, Girish Karnad, Ranveer Shorey, Roshan Seth",India,2012,NOT_RATE,133 min,"Action, International, Romance"
s6213,Movie,Suck,Rob Stefaniuk,"Rob Stefaniuk, Jessica Paré, Henry Rollins, Dave Foley, Paul Anthony, Mike Lobel",Canada,2009,R,91 min,"Arts, Entertainment, and Culture, Comedy, Horror"
